Gene,logFC,FDR
LOC284412,-1.708904223,0.02940591
CCT6B,-1.086977628,0.029512423
UBE2F,-0.35542125,0.029517754
SNORA70G,-3.570281389,0.029549464
BANCR,-3.5383571,0.02954955
PHKG2,0.33081658,0.029561529
LMNA,0.576842075,0.029570683
MAP3K7CL,2.845671107,0.029594474
ZNF256,-0.737154356,0.029602587
NOMO1_1,1.438264816,0.029615241
TFEB,-1.254557135,0.02963749
LOC107984748,2.268913907,0.02963749
LOC105373715,-3.331440318,0.029656213
LOC729558,-2.56399758,0.029658076
LOC107984224,2.60169088,0.029667224
LOC105374492,2.459526682,0.029680632
PRMT6,0.478934408,0.029701606
CCDC112,0.483593802,0.029807511
HDGFL2,-0.590230972,0.029868405
RAB26,-1.241785988,0.029896525
LINC01964,-3.189103333,0.029902831
PPP1R26,0.364584217,0.02991928
LDHAL6B,-3.602888917,0.029966826
LINC01936,-3.066995818,0.030002426
LOC105373138,-2.759107665,0.030042545
HSD17B1-AS1,0.478061487,0.030059968
LOC105370854,-1.898933254,0.030069926
LOC105371382,-3.410219564,0.030109472
LOC107984010,2.385439485,0.030132389
LOC107985038,-2.895141192,0.030158343
LOC107984658,0.597029041,0.030192931
BCL7A_1,2.544426809,0.030192931
LOC105377932,-3.423942757,0.030201131
CCDC189,1.613501789,0.030220665
SUPT5H,0.485353943,0.030251454
HLX,-2.053030071,0.030305922
KIAA0319,0.720146711,0.030323714
ITPA,-0.708510824,0.030327176
GYS2,2.702836374,0.030329616
NEUROG2-AS1,2.150577914,0.030388624
LOC107984451,-2.642537078,0.03040139
CTRL,-0.69888569,0.03045138
LOC105371723,1.419384399,0.030464238
UBR2,0.466772606,0.030505312
ARMC10_1,-1.183718028,0.0305186
EIF4A2,0.599392538,0.030552603
P4HA2,-0.814160498,0.030556118
IDO1,-3.39954169,0.030561622
SH3BP4,-0.681157528,0.030584272
CD53,-3.592236437,0.030591548
IL32,-1.588291847,0.030612759
SP4,-0.704345088,0.030612759
STX18-AS1,-0.655266324,0.030623563
MSH4,1.555826597,0.030660336
LOC105369543,2.386250934,0.030671977
LOC105369634,-3.313101025,0.03068368
LOC105379133,-2.514470409,0.030704738
ARHGAP31-AS1,-2.158939569,0.03074209
SMIM22,2.086660956,0.030751789
LOC112268182,-1.810525443,0.030793997
APOC1P1,-2.74564814,0.030820741
UBL5,0.561425239,0.030839585
JAGN1,-0.325694173,0.030870094
CHAMP1,-0.317434328,0.030870094
NPIPB3,-0.835957361,0.030872521
LINC01592,-3.274576616,0.030898974
SEC16A,0.447902299,0.030940164
OMG,-3.476861812,0.030952096
GS1-279B7.1,-2.861844643,0.030952096
TMEM233,2.391540592,0.030959626
OGT,0.482195953,0.03097551
TOX3,-0.545219569,0.030984919
MIR4477A,2.288219827,0.031068517
ZNF431,-0.415182293,0.031102014
LOC105378319,-3.581000997,0.031107491
TEX30,-0.534353421,0.031108542
LOC112267899,-2.470958983,0.031108898
NPLOC4,-0.377761835,0.031108898
ANKRD17-DT,-2.10206416,0.031109049
LOC105374494,-2.839052308,0.031139934
LOC100505555,-2.282860346,0.03131196
LOC105369844,-3.200873862,0.031344527
LOC107984868,-2.185160995,0.03134463
BTD,-0.487706311,0.031381193
LOC105378231,2.374123186,0.0313907
BSCL2,0.978503178,0.031401171
NDUFC2,0.541748867,0.031411749
FTH1P3,-1.396269334,0.031416384
TMEM184A,-1.704158787,0.031418177
GNAT2,-1.53120532,0.031431666
FAM135A-AS1,-3.357055957,0.031431946
MTG2,0.332936498,0.03144667
HSF1_1,-2.87416967,0.031460497
LOC107986007,-1.726266442,0.031476629
ASB1,0.842774312,0.031480832
MAGEA4,-3.378428916,0.031540512
HMGA2-AS1,-3.377766518,0.031572734
LINC01088,-2.611017793,0.031588446
LOC105370349,-3.266896419,0.031595535
RPS14P3,-1.799444084,0.031627567
LOC105374187,1.003558789,0.031632756
LOC107984588,-1.68985403,0.031634854
LOC105375777,2.114982838,0.031634854
LOC107984591,-2.196503864,0.031669845
BCL2L11,-0.685144236,0.031730407
ZNRF3-AS1,-3.388757336,0.031734867
LOC105377290,-2.817493715,0.031803844
LINC01869,-2.88930582,0.031890268
MIR205HG,-3.370686101,0.031914104
CYSRT1,0.995460827,0.031977948
PP2D1,-1.202316504,0.031979432
MAL2-AS1,-3.512247988,0.031998183
LOC112268061,-3.546984721,0.032010098
DLEU7,-0.703191255,0.032010098
LOC112268446,-2.438291046,0.032038036
FAM217A,-3.547087556,0.032060705
LOC107986013,-3.561595305,0.032081321
GDF3,-3.365380426,0.032166218
CARNS1,0.858088583,0.032166218
STUB1-DT,2.23420752,0.032166218
LOC105372028,2.239619899,0.032166218
KIZ-AS1,-2.106012988,0.032184616
LINC02193,2.069782808,0.032184616
ATP5MC2,-0.473840458,0.032190978
TBCD,-0.213571664,0.032241168
LINC02289,-3.558486549,0.032242708
AP1AR,-0.231651588,0.032242708
LOC105379448,2.216345439,0.032304459
LOC105373455,-2.688660742,0.032315302
ZNF492,-3.504828156,0.03233523
LOC107986874,-3.361571757,0.032344711
LOC105371475,-3.360999238,0.032372786
POU5F1_5,-3.360900018,0.032375831
TLE1,0.344523813,0.032377872
PDE9A-AS1,-3.105098658,0.032416928
LOC105376982,-3.060231423,0.032434132
PDXDC2P-NPIPB14P,0.56259859,0.032439128
DDX6,0.36871673,0.032563767
TRMT6,-0.39726316,0.032624201
BRD9,-0.360652304,0.032639884
C19orf44,0.489568522,0.032654004
CERNA2,2.818035244,0.032668426
NAB1,-0.320331882,0.032740123
SNORD116-7,-2.374515038,0.032749464
FBP2,1.328404477,0.032750048
ZNF761,-1.352907538,0.032778755
NAMA,2.233389266,0.032807202
TMEM50B_1,2.144784311,0.032876907
AGK,0.550836884,0.032907428
IL1RL2,2.200358927,0.032912563
LOC105376850,2.391650266,0.032928584
ZNF566,0.350695547,0.032975942
SCGB3A2,-3.348787441,0.032976952
LOC105369565,-3.363819548,0.032995249
MAK,-1.206448862,0.032999147
LINC01090,-3.347602725,0.033033769
LOC105370583,-3.298061972,0.033062124
LOC145474,-3.502914549,0.033063926
PDE4DIPP4,-3.073782416,0.033072168
FAM87A,-2.422625387,0.033073539
BUB1B-PAK6,-3.54854676,0.033075538
KIAA1522,0.503547798,0.033117639
TRN-GTT24-1,2.559818561,0.033126694
CFLAR-AS1,2.447295863,0.033132595
NUP153-AS1,-1.712200019,0.033165649
PMS2P9,-1.545064902,0.033183085
LOC107985962,-3.343873706,0.033209309
INTS6-AS1,1.190976407,0.033250532
TMEM275,1.971256704,0.033250532
CSNK1A1P1,-2.731319827,0.033257941
MCAT,0.810406714,0.033257941
LINC00668,-3.465187154,0.033277027
LOC105375919,-3.480297132,0.033306811
LOC105375127,-3.090365056,0.033359689
DNAH2,1.22710711,0.033359689
AP3M1,0.396915928,0.03336952
LOC653653,-0.718956497,0.033383758
COLEC11,-1.653758,0.03340463
PXMP2,0.454445323,0.033417758
PCYOX1,0.49533746,0.033485936
LOC102724968,-3.528274945,0.033561535
LOC107986188,-3.33667642,0.033562725
CHRNB4,-0.929980067,0.033562725
LOC107984617,-3.334905215,0.033657148
HMSD,-0.594999275,0.033677528
BEAN1-AS1,2.420508462,0.033686297
LOC375196,-2.032900873,0.033719921
TPM3P9,-0.37564115,0.033719921
ARHGEF18,0.526506049,0.03375577
STX19,-3.406219624,0.033776838
SRRD,0.503589344,0.033778536
OR56A3,-3.532748913,0.033837582
PIGV,-0.642549284,0.033853462
SMYD3-AS1,-3.342535921,0.033856643
LOC105372160,-3.330708927,0.033856643
TYW5,-0.261357892,0.033856643
MIEF1,0.543656655,0.033856643
LOC105370365,-2.281018007,0.033859563
ATP10B,-3.330261703,0.033876038
LYVE1,-3.501097561,0.033906578
LOC105375161,-3.329631749,0.033906578
LOC105372068,2.27812023,0.033976483
OMD,-3.32804891,0.033988196
SNORD1A,-3.333206731,0.034015249
LOC105378114,2.084216031,0.034015249
LOC105374839,-3.327399721,0.034016817
LINC00707,-3.464166176,0.03404377
FAM106B,2.370639728,0.034047839
KBTBD7,0.275764981,0.034076151
ZNF239,-0.471593627,0.034104041
LOC105371050,2.256964231,0.034132152
LOC105374555,-2.704401428,0.034153139
SCAMP1-AS1,0.62975937,0.034198769
KRTDAP,-3.295736747,0.034200125
SENP2,0.296492135,0.034221985
LOC105378372,-2.791405382,0.034299974
LOC105376675,-3.195387893,0.034306393
LOC105371354,-3.403155671,0.034332011
LOC101927857,-3.320872737,0.034346785
LINC01473,-1.56110967,0.034353825
FKTN,0.4241826,0.034358195
TRIM11,0.538104669,0.034388446
LINC02582,-3.521837047,0.034436374
LOC107984242,1.28651786,0.034436374
LOC101927080,-3.318753339,0.034450152
NXT1-AS1,2.536733966,0.034487334
SPCS3,0.445468262,0.034490595
LOC112268102,0.976273645,0.03453062
LOC100130992,-2.90142022,0.034545508
LINC01970,-3.000349612,0.034549232
RSRC1,-0.394652121,0.034617871
LOC105373999,-3.314597791,0.034665136
GSTCD-AS1,-3.358297288,0.034716817
C9orf163,-1.144514117,0.034723042
BZW1,-0.536361737,0.034725685
ATP5F1B,-0.36309242,0.034743029
ANKLE2,0.135765632,0.034744953
CEP350,-0.820213667,0.034762909
LOC101928858,-3.317245905,0.034816637
TG,1.870051487,0.034894199
LOC107987174,-3.332924907,0.034896223
SLC66A1L,-3.332868335,0.034949599
LOC107986020,-3.309050998,0.034949599
NDP,-3.132323321,0.03500645
HTR1F,-3.435521997,0.035025962
LOC105372036,-3.429169117,0.035039521
ATG7,-0.280786597,0.035039521
TOMM6,-0.60214504,0.035054899
SMG1,-0.663890424,0.035064822
LOC107986762,1.741179137,0.035100914
ZNF541,-3.416576029,0.035109819
YTHDC2,-0.294999848,0.035109819
LOC101927552,1.951683357,0.035120986
PHAF1,0.331000806,0.035121961
LOC105370844,-3.443510886,0.03518872
KLK8,-3.30388671,0.035209339
RPL34,-0.736045265,0.035222023
OR7E12P,-1.997557941,0.035230204
SNORA29,-2.124782881,0.035236202
LRRC14,0.303111063,0.035277565
LOC105375079,-2.077688346,0.03529489
RXRB_4,-2.259930619,0.035535746
IL31RA,-3.279311437,0.035557906
ELFN2,0.933097478,0.0355733
ECH1_1,-1.750871061,0.035575321
LOC105376222,-3.501448579,0.035607386
COL5A1,-1.079516185,0.03562066
PDE4C,0.894415199,0.035643537
TAL2,1.387628402,0.035649211
HYAL2,-0.433832071,0.03565459
LOC105370353,-1.708527808,0.035697202
SLC39A3,0.542448016,0.035705551
LOC105375472,-3.499713503,0.035719521
ACE,-0.898299027,0.035719521
ANKRD33,-1.683479902,0.035754911
KMT2E-AS1,-1.419263783,0.035772165
PLSCR4,-3.292375622,0.035813396
NAA80,0.399217428,0.035820569
LOC105372613,-3.291535028,0.035856624
LOC105371793,-2.831834127,0.03587108
TNFSF13,-1.254197867,0.035875998
LOC101929140,-1.354400385,0.035886031
SLC22A18_1,-1.554145172,0.035891374
CFHR3,-0.864275071,0.035895926
LOC101927013,2.254460578,0.035896083
LINC01357,-2.600831436,0.03593645
DIAPH1-AS1,-3.296859453,0.035938056
HNRNPA3P1,-1.770874293,0.035939731
LINC02814,-1.228832424,0.0359405
LOC107984213,-3.298258124,0.035975116
LINC02714,-2.770333543,0.035975116
OFCC1,2.383434828,0.035986419
LOC105372964,-3.488165135,0.036001665
LINC00309,-3.45422142,0.036001665
SMYD1,-3.45422142,0.036001665
SERPINB4,-3.287875424,0.036024624
GRAP,-2.472519362,0.036028927
LOC102724813,-2.622026381,0.036046586
LONRF1,-1.080486388,0.036055715
LOC105370508,1.567806088,0.03608949
RASL10B,0.940926864,0.036114117
BPHL,0.27007685,0.036156347
FLJ42393,-3.28459876,0.036195975
MED21,-0.373753133,0.036226742
HACE1,-0.469337014,0.036232118
KCNIP4-IT1,-3.471222135,0.036246696
AKR1B1,0.299737544,0.0362555
CELF2-AS2,-3.282228018,0.036320672
OIP5-AS1,0.348136243,0.036328001
SLC2A11_1,1.749374525,0.036328001
LOC107985930,-3.099934195,0.036405546
TRAPPC3L,2.352453064,0.036443126
LOC105378046,-3.278506741,0.03652433
HLA-C_3,-2.023987565,0.036546766
OXCT2,-1.802313901,0.036558866
LOC107986018,-3.277532889,0.036573451
MIR93,-2.085713367,0.036579934
H2AC13,-2.340005917,0.036636352
SLC7A4,1.164010281,0.03664145
LOC107985909,-3.391907855,0.036656249
PF4,-3.275875695,0.036656249
LRRC37A11P,-3.27585564,0.036656249
LOC105369552,-3.283710468,0.036683451
UROC1,-1.74148505,0.036687067
RB1-DT,1.72111036,0.036690133
DEPP1,1.211061845,0.036692658
LOC107986603,-2.954246504,0.036697146
LINC02754,-3.395822442,0.03670142
BOLA3,-0.697797103,0.03672398
SCGB3A1,2.656207607,0.036744827
ZNF561-AS1,-0.411663093,0.03679866
ZNF277,-0.478699309,0.036816649
LOC105375183,-3.272278564,0.036837231
LOC642943,-3.272088955,0.036845781
LOC101927405,-3.47981081,0.036866561
LOC107986461,-3.395844559,0.03690229
LINC01176,-1.706439356,0.036926434
ENAM,2.239816885,0.036926821
LOC105369626,-3.270474995,0.036927686
TP53RK,0.50730875,0.03692848
PLEKHA1,0.429569865,0.036930339
TAS2R4,-1.240323522,0.036933111
LINC02912,-3.270116796,0.036938419
LOC107986622,-3.241877304,0.03694951
ZDHHC8,0.441956595,0.037002865
GPR183,-3.268061071,0.037051677
OR52A1,-3.267865195,0.037060741
LOC105369975,1.930759068,0.037061783
LOC105378308,-3.266733698,0.037122173
LOC105372278,2.384013864,0.037142652
DGKG,0.782105514,0.037163746
LINC01679,-3.466175517,0.037167893
SNORA92,1.518242932,0.037169343
RGS2,0.828462513,0.037181578
LOC102724857,-3.264581444,0.03722857
C6orf118,-1.643005277,0.03722857
PHF7,-0.551178255,0.03722857
LOC112268071,-3.45605209,0.037295374
LOC107985545,-3.263364982,0.037295374
SLC16A4,-1.200786832,0.037308036
ARRB2,0.856780937,0.037313909
FAM178B,-3.405095765,0.037329202
PRSS48,-3.262574116,0.037329202
UCP1,1.233751375,0.037329202
LOC105371062,-2.678468174,0.037374825
LOC107986295,-3.261550364,0.037384692
LOC105376892,-3.269677647,0.037394029
SRD5A3-AS1,-2.220594669,0.037404655
LOC112267937,-3.420825066,0.037453257
TBX2-AS1,2.482893605,0.037480597
LOC102724908,-3.258809062,0.037534516
LOC101927188,-2.930569481,0.037544179
LOC107986541,2.490080899,0.037550727
FMO6P,-3.265791205,0.037565984
POTEI,-1.999627746,0.037566527
LOC101928570,-3.257932727,0.037573621
OR2M3,-3.362827567,0.037584412
GRAPL,-3.042432834,0.037588852
DIPK1A,0.519286981,0.037628686
LOC105378552,-3.256586599,0.03764077
LOC105370108,-3.256586599,0.03764077
LINC01522,2.345615353,0.037668738
VPS18,0.725780861,0.037721973
LTN1,-0.292246212,0.037739268
LOC107985957,-3.254285316,0.037767717
TPH1,1.195198982,0.037775566
LOC730183,0.993786684,0.037779332
LOC101929479,1.272884533,0.037793106
TVP23C,-0.713322008,0.037806236
FBXL8,2.162156729,0.037886187
NRN1L,-1.175178745,0.037911765
LINC02523,-3.25151563,0.037915108
BLMH,-0.312433316,0.037927553
PIAS4,0.63055942,0.037931127
PCDHA6,0.910085268,0.03793306
DPY30,-0.468165054,0.037963367
LOC105371967,-3.250450678,0.037965914
SMPX,-3.013178874,0.037987219
PPID,-0.389362702,0.038014609
LOC105377359,-1.370097667,0.03802565
RNASE4,-0.994944751,0.038028098
GNA14-AS1,-3.248493315,0.038070324
ABCF1_5,-2.455412083,0.038132313
BCKDHA,-0.264471278,0.038132313
CHST15,0.797634152,0.038139821
TRIM26_4,1.404236622,0.038139821
LOC107986397,-3.402966678,0.038173143
ARPC4-TTLL3,-1.883854294,0.038190646
GABARAPL1-AS1,0.926946547,0.03822494
C16orf96,-0.734530515,0.03825921
LOC105377077,-1.496043589,0.038275859
HFM1,0.740713988,0.038308
NTAN1_1,-2.142464419,0.038322287
SLC41A3-AS1,2.584973114,0.038322287
DHX38,-0.425813269,0.038379902
LOC101928438,1.842573754,0.038379902
TRAF1,0.862609416,0.038382328
LOC105373225,-3.242318621,0.038400502
FOXN3-AS1,0.728195327,0.038403422
GPR141,-3.241977983,0.038410391
LOC105370614,-2.680090453,0.038410391
PARP16,0.363446545,0.038410391
LOC105372031,-3.241857671,0.038415033
LAPTM4A,-0.458692003,0.038443366
LOC105377911,-2.979675843,0.038515669
LOC105373748,1.291334945,0.038515669
LOC105377541,-2.227448307,0.038527054
LOC112268445,-3.424827146,0.038533952
LOC105379104,-3.239638497,0.038533952
COLQ,0.766327377,0.038701038
CD2,-3.235560176,0.038776257
LOC105372321,-0.921238784,0.038779384
LOC105373206,-3.433159874,0.038811356
PERCC1,2.474113837,0.038843556
GTF3C4,-0.484028659,0.038907875
SMARCA1,-0.307424136,0.03894456
LOC107985948,-2.92481542,0.038974382
LOC105376217,-2.576603366,0.038995009
PDZD8,-0.388462362,0.038995009
LOC100505736,-3.231393233,0.039007096
LOC107984583,-1.436427105,0.039082453
FARSA,-0.503687239,0.039093713
CT45A10,-3.229689726,0.039103134
LOC107986457,-3.229423848,0.039117211
RSPO2,-1.187757348,0.039200923
TACSTD2,-3.227533318,0.039227643
P2RY12,-3.306768556,0.039244741
OLIG3,-1.436154587,0.039247692
H3C11,-3.22689548,0.039257922
PSMB6,-0.499296174,0.039257922
LOC105375631,-2.065354611,0.039309103
LOC107984019,-2.47012483,0.039318881
PML,0.310545601,0.039353181
RXRA,0.685582056,0.039353181
GAS6-DT,-1.355936193,0.039355186
TMEM132B,-1.075285745,0.039355186
NDUFA11,0.739805308,0.039378746
LINC02654,-3.224295582,0.039394991
LINC01981,-3.306220356,0.039405623
LOC101929305,0.807242174,0.039434865
GPC5,1.865796798,0.039448395
LOC339166,-3.423615336,0.039460407
AKR1B15,-2.766310013,0.039462486
INTS4P1,0.870629429,0.039462486
MIR924HG,-3.240146654,0.039501002
LINC02653,-3.221460354,0.039548329
PBX1,0.277046992,0.039598609
MAMDC4,0.736354765,0.039627676
UBR4,-0.596674974,0.039723941
LOC105374040,-3.3398327,0.0397266
GTPBP1,0.424869462,0.039728362
LOC105373785,-1.162294935,0.039743291
MED11,-0.642383306,0.039755864
ERGIC3,-0.274862389,0.039781143
IFNK,-3.217081539,0.039796035
LOC105370819,-3.227152247,0.039817786
LOC105372462,1.315967658,0.039819741
LOC388572,-1.43960463,0.03982108
LINC02649,-2.44443986,0.03983145
LOC107985786,-3.221133109,0.039859937
LOC107986426,-3.221133109,0.039859937
LOC107986989,-3.221133109,0.039859937
MZT2A,0.767301944,0.039859937
LOC101927863,2.190010727,0.039878557
ARHGEF38,1.45937209,0.039885267
MUC8,-3.322338813,0.039887704
PDPR,-0.47392391,0.03991841
LOC102724491,-3.213679378,0.03997172
BMPER,-1.101291335,0.039975534
MRPL41,0.826225756,0.040105755
ZMAT2,0.764280792,0.040162114
ADI1_1,-2.290674129,0.040203629
TRNP1,-0.444492248,0.040285621
DCSTAMP,-3.401282009,0.040301005
LOC105372802,-3.401282009,0.040301005
LOC100127955,-2.208378586,0.040330361
LOC105372558,-3.38832935,0.040464597
SINHCAF_1,-2.264311562,0.040470813
PRDX5,0.826618657,0.04048014
EXTL3-AS1,1.693797428,0.040529703
MIR3960,2.374048944,0.040548498
FAM3B,-3.401395075,0.040741562
CREB1,-0.442443999,0.040793521
ZNF587,0.487863673,0.040840086
MRGPRE,-2.507497804,0.040847658
LOC105371216,2.342459746,0.040902275
PON3,-3.31951674,0.040935416
SCARNA9,-2.151039937,0.040989741
MRPL20,-0.737796392,0.040991321
SPDYE2,-1.366970447,0.041078088
CD276,0.492477976,0.041131332
SOCS6,0.36023718,0.041136311
USP7-AS1,-2.101666065,0.04118181
RING1_5,-3.406312325,0.04119127
LOC105370538,-2.555929303,0.041278155
ARF1,0.255936984,0.041278155
SLC38A3,1.108470892,0.041278155
MIRLET7F1,-2.736070432,0.041281201
LOC105378487,-3.290016167,0.041292616
MUC17,-3.404943839,0.041303837
LOC112268244,0.857739931,0.041343643
ZFAND5,0.15821345,0.041387515
TEKT5,-1.81399563,0.041411977
LOC102724719,-3.224492941,0.041437931
CCR9,-3.347541172,0.041527805
EVC,-0.426938113,0.041527805
B3GNTL1,-0.912684674,0.041560099
SEMA3B,0.787196844,0.041599908
FAM66E,2.478393073,0.041620965
FUT7,2.495487529,0.041627692
TRA-TGC4-1,2.087217104,0.041669833
MSLN,-2.417011129,0.041694278
GPKOW,0.392734096,0.041698567
LINC02803,1.778962597,0.041783212
PATE2,-2.792902459,0.041839782
ATMIN,0.263671488,0.04185696
PRX,-0.892611367,0.041905396
ACTL10,-2.33012555,0.041943344
CCDC144B,-1.6312792,0.041957961
LOC105371606,2.780335724,0.041964029
PLAAT4,-3.332097976,0.04196904
CYTOR,-2.438519841,0.042014909
LOC112268405,-3.364678232,0.042093359
LOC107986918,-3.192717078,0.042096506
KLHL7-DT,-1.649202368,0.042124033
LOC105373579,-2.547918721,0.042128161
ZDHHC18,0.646492158,0.042130767
ZNF76,0.334414352,0.042218867
ZNF224,0.494948559,0.042322918
CCDC27,-1.400398589,0.042367703
H2AC21,-2.451203728,0.042378343
GADD45A,0.430577523,0.042409083
CLPSL2,-3.357489265,0.04242308
FTCD,-1.226854193,0.042453826
LOC105379327,1.626250963,0.042512315
LOC105369165,-3.186947306,0.042513905
JPX,0.408360249,0.042513905
ZSWIM4_1,2.344320213,0.042513905
ALKBH3,0.499117745,0.042534533
SCARNA4,-3.36428133,0.042555143
MIR548L,-3.363246997,0.042558255
SNORD15B,-2.237596937,0.042595018
RNA45SN3_1,-3.297712542,0.04261749
IGF2BP2-AS1,-3.191876592,0.04263738
LOC105373196,-2.432836013,0.04263738
LOC107984542,2.265527196,0.042667151
IFNLR1,-0.59751135,0.042667606
VPS13D,0.635670532,0.042683529
DOT1L,0.377110993,0.042761292
LOC107987299,-1.599827195,0.042768705
POLDIP3,-0.2917209,0.042774976
LOC105374137,1.890038524,0.042829882
RING1_1,2.480218287,0.04283838
PKIB,-1.225058315,0.04284433
DPYD,1.521313822,0.042844941
LOC105371376,-2.760884388,0.042880321
STAC2,-1.297774973,0.042880321
STRADA,0.284001595,0.042922788
MCL1,-0.344568729,0.042948064
TTC37,-0.398493921,0.04295672
UCHL1-DT,1.84393675,0.042986538
EXOC3L1,0.552558914,0.043064137
TPRG1,-2.118497977,0.043075022
AP3D1,-0.230101492,0.04308566
THPO,-2.972389678,0.043090105
LOC105374355,2.074133198,0.043090105
LOC101928728,1.140858585,0.043122617
PDF,-1.05932483,0.043126643
OIT3,2.230130869,0.043154875
SNORA68,-1.893514107,0.043172849
IL1RAPL2,-1.299340121,0.043219419
POLR1D,-0.221601948,0.043223376
COL18A1-AS2,-3.291377293,0.043225993
LOC107984198,-2.535905238,0.043296807
NAGPA-AS1,2.016719143,0.043384219
CPA6,-2.689019721,0.043409087
KCNJ4,1.08277496,0.043445004
